Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780062136,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780062137,1,GET,/api/concerts,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,8.586878999722103,8.586878999722103,8.586878999722103,8.586878999722103,753.0
1780062137,1,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,8.586878999722103,8.586878999722103,8.586878999722103,8.586878999722103,753.0
1780062138,2,POST,/api/book,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,172.77497799977937,172.77497799977937,172.77497799977937,172.77497799977937,3330.0
1780062138,2,GET,/api/concerts,0.000000,0.000000,3,3,3,3,3,3,3,3,3,3,3,2,0,3.1650099999751546,5.875944499848629,3.1650099999751546,8.586878999722103,753.0
1780062138,2,,Aggregated,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,3,0,9,61.508955666492206,3.1650099999751546,172.77497799977937,1612.0
1780062139,3,POST,/api/book,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,2,0,120,146.25436599976638,119.73375399975339,172.77497799977937,3346.5
1780062139,3,GET,/api/concerts,0.000000,0.000000,3,3,3,3,3,3,3,3,3,3,3,2,0,3.1650099999751546,5.875944499848629,3.1650099999751546,8.586878999722103,753.0
1780062139,3,GET,/health,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5523189999366878,3.5523189999366878,3.5523189999366878,3.5523189999366878,56.0
1780062139,3,,Aggregated,0.000000,0.000000,120,120,170,170,170,170,170,170,170,170,170,5,0,9,61.56258799983334,3.1650099999751546,172.77497799977937,1651.0
1780062140,4,POST,/api/book,0.000000,0.000000,170,170,170,170,170,170,170,170,170,170,170,3,0,170,154.14475166653574,119.73375399975339,172.77497799977937,3355.6666666666665
1780062140,4,GET,/api/concerts,1.000000,0.000000,3,3,4,4,4,4,4,4,4,4,4,4,0,3,4.651050250004118,2.983794000101625,8.586878999722103,753.0
1780062140,4,GET,/health,0.000000,0.000000,4,4,4,4,4,4,4,4,4,4,4,1,0,3.5523189999366878,3.5523189999366878,3.5523189999366878,3.5523189999366878,56.0
1780062140,4,,Aggregated,1.000000,0.000000,4,120,170,170,170,170,170,170,170,170,170,8,0,4,60.57384687494505,2.983794000101625,172.77497799977937,1641.875
1780062141,5,POST,/api/book,0.666667,0.000000,120,140,140,170,170,170,170,170,170,170,170,6,0,120,135.3976434999519,101.1955530002524,172.77497799977937,3361.6666666666665
1780062141,5,GET,/api/concerts,0.666667,0.000000,3,3,4,4,4,4,4,4,4,4,4,4,0,3,4.651050250004118,2.983794000101625,8.586878999722103,753.0
1780062141,5,GET,/health,0.333333,0.000000,4,4,4,4,4,4,4,4,4,4,4,1,0,3.5523189999366878,3.5523189999366878,3.5523189999366878,3.5523189999366878,56.0
1780062141,5,,Aggregated,1.666667,0.000000,110,120,140,170,170,170,170,170,170,170,170,11,0,100,75.86748918178769,2.983794000101625,172.77497799977937,2112.5454545454545
1780062142,5,POST,/api/book,0.666667,0.000000,140,140,160,160,170,170,170,170,170,170,170,8,0,140,137.99745599993685,101.1955530002524,172.77497799977937,3369.125
1780062142,5,GET,/api/concerts,0.666667,0.000000,3,3,4,4,4,4,4,4,4,4,4,4,0,3,4.651050250004118,2.983794000101625,8.586878999722103,753.0
1780062142,5,GET,/health,0.333333,0.000000,4,4,4,4,4,4,4,4,4,4,4,1,0,3.5523189999366878,3.5523189999366878,3.5523189999366878,3.5523189999366878,56.0
1780062142,5,,Aggregated,1.666667,0.000000,120,140,160,160,170,170,170,170,170,170,170,13,0,110,86.62585907688062,2.983794000101625,172.77497799977937,2309.3076923076924
1780062143,5,POST,/api/book,1.000000,0.000000,160,170,440,460,490,490,490,490,490,490,490,11,0,160,226.6165802726722,101.1955530002524,485.62473299989506,3374.818181818182
1780062143,5,GET,/api/concerts,0.800000,0.000000,3,3,4,4,4,4,4,4,4,4,4,4,0,3,4.651050250004118,2.983794000101625,8.586878999722103,753.0
1780062143,5,GET,/health,0.200000,0.000000,4,4,4,4,4,4,4,4,4,4,4,1,0,3.5523189999366878,3.5523189999366878,3.5523189999366878,3.5523189999366878,56.0
1780062143,5,,Aggregated,2.000000,0.000000,140,160,170,440,460,490,490,490,490,490,490,16,0,120,157.1836814374592,2.983794000101625,485.62473299989506,2511.9375
1780062144,5,POST,/api/book,1.000000,0.000000,140,170,440,440,460,490,490,490,490,490,490,12,0,140,219.3054661665883,101.1955530002524,485.62473299989506,3375.3333333333335
1780062144,5,GET,/api/concerts,0.800000,0.000000,3,3,4,4,4,4,4,4,4,4,4,5,0,3,4.292625600010069,2.858927000033873,8.586878999722103,753.0
1780062144,5,GET,/health,0.200000,0.000000,4,4,4,4,4,4,4,4,4,4,4,1,0,3.5523189999366878,3.5523189999366878,3.5523189999366878,3.5523189999366878,56.0
1780062144,5,,Aggregated,2.000000,0.000000,140,160,170,170,460,490,490,490,490,490,490,18,0,120,147.5933911666137,2.858927000033873,485.62473299989506,2462.5
1780062145,5,POST,/api/book,1.142857,0.000000,140,160,440,440,460,490,490,490,490,490,490,13,0,140,211.8195456153164,101.1955530002524,485.62473299989506,3375.846153846154
1780062145,5,GET,/api/concerts,0.571429,0.000000,3,3,4,4,4,4,4,4,4,4,4,5,0,3,4.292625600010069,2.858927000033873,8.586878999722103,753.0
1780062145,5,GET,/health,0.142857,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3.2373114997881203,2.922303999639553,3.5523189999366878,56.0
1780062145,5,,Aggregated,1.857143,0.000000,120,140,170,170,460,490,490,490,490,490,490,20,0,120,139.079592199937,2.858927000033873,485.62473299989506,2388.15
1780062146,5,POST,/api/book,1.500000,0.000000,140,160,170,440,460,490,490,490,490,490,490,15,0,140,201.20795853326854,101.1955530002524,485.62473299989506,3373.8
1780062146,5,GET,/api/concerts,0.625000,0.000000,3,3,4,4,4,4,4,4,4,4,4,5,0,3,4.292625600010069,2.858927000033873,8.586878999722103,753.0
1780062146,5,GET,/health,0.125000,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3.2373114997881203,2.922303999639553,3.5523189999366878,56.0
1780062146,5,,Aggregated,2.250000,0.000000,130,140,160,170,440,460,490,490,490,490,490,22,0,120,138.45714222721156,2.858927000033873,485.62473299989506,2476.5454545454545
1780062147,5,POST,/api/book,1.500000,0.000000,140,170,230,230,460,490,490,490,490,490,490,17,0,140,202.687464294045,101.1955530002524,485.62473299989506,3376.294117647059
1780062147,5,GET,/api/concerts,0.625000,0.000000,3,3,4,4,4,4,4,4,4,4,4,5,0,3,4.292625600010069,2.858927000033873,8.586878999722103,753.0
1780062147,5,GET,/health,0.125000,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3.2373114997881203,2.922303999639553,3.5523189999366878,56.0
1780062147,5,,Aggregated,2.250000,0.000000,140,140,170,190,440,460,490,490,490,490,490,24,0,130,144.73436016659966,2.858927000033873,485.62473299989506,2553.0833333333335
1780062148,5,POST,/api/book,1.400000,0.000000,170,240,420,440,490,500,500,500,500,500,500,21,0,170,233.24682161897468,101.1955530002524,495.59425600000395,3375.1428571428573
1780062148,5,GET,/api/concerts,0.500000,0.000000,3,3,4,4,4,4,4,4,4,4,4,5,0,3,4.292625600010069,2.858927000033873,8.586878999722103,753.0
1780062148,5,GET,/health,0.200000,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3.2373114997881203,2.922303999639553,3.5523189999366878,56.0
1780062148,5,,Aggregated,2.100000,0.000000,140,230,300,420,460,490,500,500,500,500,500,28,0,140,175.93289303564623,2.858927000033873,495.59425600000395,2669.8214285714284
1780062149,5,POST,/api/book,1.700000,0.000000,160,240,420,440,490,500,500,500,500,500,500,23,0,160,223.4990976520867,101.1955530002524,495.59425600000395,3375.0
1780062149,5,GET,/api/concerts,0.400000,0.000000,3,3,4,4,4,4,4,4,4,4,4,6,0,3,4.042907333314361,2.794315999835817,8.586878999722103,753.0
1780062149,5,GET,/health,0.200000,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3.2373114997881203,2.922303999639553,3.5523189999366878,56.0
1780062149,5,,Aggregated,2.300000,0.000000,140,230,300,420,460,490,500,500,500,500,500,31,0,140,166.8132681612083,2.794315999835817,495.59425600000395,2653.3870967741937
1780062150,5,POST,/api/book,1.800000,0.000000,160,240,420,440,490,500,500,500,500,500,500,25,0,140,216.81676419993892,101.1955530002524,495.59425600000395,3374.36
1780062150,5,GET,/api/concerts,0.300000,0.000000,3,3,4,4,4,4,4,4,4,4,4,6,0,3,4.042907333314361,2.794315999835817,8.586878999722103,753.0
1780062150,5,GET,/health,0.200000,0.000000,4,4,4,4,4,4,4,4,4,4,4,2,0,3,3.2373114997881203,2.922303999639553,3.5523189999366878,56.0
